id,title,tag,vote_count,rating,crew,director,sbert_text
9087.0,The American President (1995),"robreiner robreiner robreiner comedy drama romance comedy drama romance comedy drama romance comedy drama romance whitehouse usapresident newlove widower wildlifeconservation whitehouse usapresident newlove widower wildlifeconservation whitehouse usapresident newlove widower wildlifeconservation whitehouse usapresident newlove widower wildlifeconservation michaeldouglas annettebening michaelj.fox michaeldouglas annettebening michaelj.fox widow u.s. president andrew shepherd, one world's powerful men, anything want -- covets sydney ellen wade, washington lobbyist. shepherd's attempt court spark wild rumor decimate approval ratings.",199.0,6.473475057500419,robreiner,Rob Reiner,"A Comedy, Drama, Romance film. Starring Michael Douglas, Annette Bening, Michael J. Fox. Directed by Rob Reiner. Themes include white house, usa president, new love, widower, wildlife conservation. Overview: Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
12110.0,Dracula: Dead and Loving It (1995),"melbrooks melbrooks melbrooks comedy horror comedy horror comedy horror comedy horror dracula spoof dracula spoof dracula spoof dracula spoof leslienielsen melbrooks amyyasbeck leslienielsen melbrooks amyyasbeck lawyer show vampire's doorstep, fall prey charm join search fresh blood. enter dr. van helsing, may one able vanquish count.",210.0,5.78614626392458,melbrooks,Mel Brooks,"A Comedy, Horror film. Starring Leslie Nielsen, Mel Brooks, Amy Yasbeck. Directed by Mel Brooks. Themes include dracula, spoof. Overview: When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count."
21032.0,Balto (1995),"simonwells simonwells simonwells family animation adventure family animation adventure family animation adventure family animation adventure wolf dog-sleddingrace alaska dog goose bearattack dogsled frozenlake wolf dog-sleddingrace alaska dog goose bearattack dogsled frozenlake wolf dog-sleddingrace alaska dog goose bearattack dogsled frozenlake wolf dog-sleddingrace alaska dog goose bearattack dogsled frozenlake kevinbacon bobhoskins bridgetfonda kevinbacon bobhoskins bridgetfonda outcast half-wolf risk life prevent deadly epidemic ravage nome, alaska.",423.0,7.0418373925549185,simonwells,Simon Wells,"A Family, Animation, Adventure film. Starring Kevin Bacon, Bob Hoskins, Bridget Fonda. Directed by Simon Wells. Themes include wolf, dog-sledding race, alaska, dog, goose, bear attack, dog sled, frozen lake. Overview: An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
10858.0,Nixon (1995),"oliverstone oliverstone oliverstone history drama history drama history drama history drama usapresident presidentialelection watergatescandal biography government historicalfigure usapresident presidentialelection watergatescandal biography government historicalfigure usapresident presidentialelection watergatescandal biography government historicalfigure usapresident presidentialelection watergatescandal biography government historicalfigure anthonyhopkins joanallen powersboothe anthonyhopkins joanallen powersboothe all-star cast power epic look american president richard m. nixon, man carry fate world shoulder battle self-destructive demand within. span trouble boyhood california shock watergate scandal would end presidency.",72.0,6.849242343373563,oliverstone,Oliver Stone,"A History, Drama film. Starring Anthony Hopkins, Joan Allen, Powers Boothe. Directed by Oliver Stone. Themes include usa president, presidential election, watergate scandal, biography, government, historical figure. Overview: An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency."
1408.0,Cutthroat Island (1995),"rennyharlin rennyharlin rennyharlin action adventure action adventure action adventure action adventure exoticisland treasure map ship scalp pirate exoticisland treasure map ship scalp pirate exoticisland treasure map ship scalp pirate exoticisland treasure map ship scalp pirate geenadavis matthewmodine franklangella geenadavis matthewmodine franklangella morgan adams slave, william shaw, quest recover three portion treasure map. unfortunately, final portion hold murderous uncle, dawg. crew skeptical leadership abilities, must complete quest mutiny her. make yet difficult effort british crown end pirate raids.",137.0,5.822922154371916,rennyharlin,Renny Harlin,"A Action, Adventure film. Starring Geena Davis, Matthew Modine, Frank Langella. Directed by Renny Harlin. Themes include exotic island, treasure, map, ship, scalp, pirate. Overview: Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
524.0,Casino (1995),martinscorsese martinscorsese martinscorsese drama crime drama crime drama crime drama crime poker drugabuse 1970s overdose illegalprostitution poker drugabuse 1970s overdose illegalprostitution poker drugabuse 1970s overdose illegalprostitution poker drugabuse 1970s overdose illegalprostitution robertdeniro sharonstone joepesci robertdeniro sharonstone joepesci life gamble paradise – las vega – dark mafia underbelly.,1343.0,7.763412990847929,martinscorsese,Martin Scorsese,"A Drama, Crime film. Starring Robert De Niro, Sharon Stone, Joe Pesci. Directed by Martin Scorsese. Themes include poker, drug abuse, 1970s, overdose, illegal prostitution. Overview: The life of the gambling paradise – Las Vegas – and its dark mafia underbelly."
4584.0,Sense and Sensibility (1995),"anglee anglee anglee drama romance drama romance drama romance drama romance bowl basedonnovel servant countrylife janeausten inheritance militaryofficer perioddrama rainstorm horseandcarriage decorum bowl basedonnovel servant countrylife janeausten inheritance militaryofficer perioddrama rainstorm horseandcarriage decorum bowl basedonnovel servant countrylife janeausten inheritance militaryofficer perioddrama rainstorm horseandcarriage decorum bowl basedonnovel servant countrylife janeausten inheritance militaryofficer perioddrama rainstorm horseandcarriage decorum katewinslet emmathompson hughgrant katewinslet emmathompson hughgrant rich mr. dashwood dies, leave second wife daughter poor rule inheritance. two daughter titular opposites.",364.0,7.124672583913561,anglee,Ang Lee,"A Drama, Romance film. Starring Kate Winslet, Emma Thompson, Hugh Grant. Directed by Ang Lee. Themes include bowling, based on novel, servant, country life, jane austen, inheritance, military officer, period drama, rainstorm, horse and carriage. Overview: Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites."
5.0,Four Rooms (1995),allisonanders alexandrerockwell robertrodriguez quentintarantino allisonanders alexandrerockwell robertrodriguez quentintarantino allisonanders alexandrerockwell robertrodriguez quentintarantino crime comedy crime comedy crime comedy crime comedy hotel newyear'seve witch bet hotelroom sperm losangeles hoodlum womandirector episodefilm hotel newyear'seve witch bet hotelroom sperm losangeles hoodlum womandirector episodefilm hotel newyear'seve witch bet hotelroom sperm losangeles hoodlum womandirector episodefilm hotel newyear'seve witch bet hotelroom sperm losangeles hoodlum womandirector episodefilm timroth antoniobanderas jenniferbeals timroth antoniobanderas jenniferbeals ted bellhop's first night job...and hotel's unusual guest place outrageous predicaments. seem evening's room service serve one unbelievable happen another.,539.0,6.489214115877134,allisonanders alexandrerockwell robertrodriguez quentintarantino,Allison Anders & Alexandre Rockwell & Robert Rodriguez & Quentin Tarantino,"A Crime, Comedy film. Starring Tim Roth, Antonio Banderas, Jennifer Beals. Directed by Allison Anders & Alexandre Rockwell & Robert Rodriguez & Quentin Tarantino. Themes include hotel, new year's eve, witch, bet, hotel room, sperm, los angeles, hoodlum, woman director, episode film. Overview: It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another."
9273.0,Ace Ventura: When Nature Calls (1995),"steveoedekerk steveoedekerk steveoedekerk crime comedy adventure crime comedy adventure crime comedy adventure crime comedy adventure africa indigenous humananimalrelationship bat africa indigenous humananimalrelationship bat africa indigenous humananimalrelationship bat africa indigenous humananimalrelationship bat jimcarrey ianmcneice simoncallow jimcarrey ianmcneice simoncallow summon ashram tibet, ace find perilous journey jungle africa find shikaka, miss sacred animal friendly wachati tribe. must accomplish wedding wachati's princess prince warrior wachootoos. ace fails, result vicious tribal war.",1128.0,6.106385274008259,steveoedekerk,Steve Oedekerk,"A Crime, Comedy, Adventure film. Starring Jim Carrey, Ian McNeice, Simon Callow. Directed by Steve Oedekerk. Themes include africa, indigenous, human animal relationship, bat. Overview: Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war."
11517.0,Money Train (1995),"josephruben josephruben josephruben action comedy crime action comedy crime action comedy crime action comedy crime brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery brotherbrotherrelationship subway newyorkcity newyorksubway trainrobbery wesleysnipes woodyharrelson jenniferlopez wesleysnipes woodyharrelson jenniferlopez vengeful new york transit cop decide steal trainload subway fares; foster brother, fellow cop, try protect him.",224.0,5.5210065441767355,josephruben,Joseph Ruben,"A Action, Comedy, Crime film. Starring Wesley Snipes, Woody Harrelson, Jennifer Lopez. Directed by Joseph Ruben. Themes include brother brother relationship, subway, new york city, new york subway, train robbery. Overview: A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him."
8012.0,Get Shorty (1995),"barrysonnenfeld barrysonnenfeld barrysonnenfeld comedy thriller crime comedy thriller crime comedy thriller crime comedy thriller crime gamble miami basedonnovel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con gamble miami basedonnovel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con gamble miami basedonnovel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con gamble miami basedonnovel job murder travel mafia money debt mobster business hollywood gangster crime violence drug producer con johntravolta genehackman renerusso johntravolta genehackman renerusso chili palmer miami mobster get sent boss, psychopathic ""bones"" barboni, collect bad debt harry zimm, hollywood producer specialize cheesy horror films. chili meet harry's lead lady, romantic spark fly. pitch life story movie idea, chili learn mobster hollywood producer really different.",305.0,6.391798490848371,barrysonnenfeld,Barry Sonnenfeld,"A Comedy, Thriller, Crime film. Starring John Travolta, Gene Hackman, Rene Russo. Directed by Barry Sonnenfeld. Themes include gambling, miami, based on novel, job, murder, travel, mafia, money, debt, mobster. Overview: Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different."
1710.0,Copycat (1995),jonamiel jonamiel jonamiel drama thriller drama thriller drama thriller drama thriller policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness policebrutality psychology policeoperation policeprotection serialkiller psychologist cowardliness sigourneyweaver hollyhunter willpatton sigourneyweaver hollyhunter willpatton agoraphobic psychologist female detective must work together take serial killer copy serial killer past.,199.0,6.473475057500419,jonamiel,Jon Amiel,"A Drama, Thriller film. Starring Sigourney Weaver, Holly Hunter, Will Patton. Directed by Jon Amiel. Themes include police brutality, psychology, police operation, police protection, serial killer, psychologist, cowardliness. Overview: An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past."
9691.0,Assassins (1995),"richarddonner richarddonner richarddonner action adventure crime thriller action adventure crime thriller action adventure crime thriller action adventure crime thriller competition assassination cia bank cat mexicanstandoff seattle hitman missionofmurder hiddencamera rivalry rescue shootout policechase sniperrifle silencer doublecross caribbean detroitmichigan competition assassination cia bank cat mexicanstandoff seattle hitman missionofmurder hiddencamera rivalry rescue shootout policechase sniperrifle silencer doublecross caribbean detroitmichigan competition assassination cia bank cat mexicanstandoff seattle hitman missionofmurder hiddencamera rivalry rescue shootout policechase sniperrifle silencer doublecross caribbean detroitmichigan competition assassination cia bank cat mexicanstandoff seattle hitman missionofmurder hiddencamera rivalry rescue shootout policechase sniperrifle silencer doublecross caribbean detroitmichigan sylvesterstallone antoniobanderas juliannemoore sylvesterstallone antoniobanderas juliannemoore assassin robert rath arrive funeral kill prominent mobster, witness rival hire gun complete job -- grisly results. horrified murder innocent bystanders, rath decides take one last job return civilian life. find way world contract kill grows ever dangerous rath fall female target become marked man himself.",394.0,6.02527964578878,richarddonner,Richard Donner,"A Action, Adventure, Crime, Thriller film. Starring Sylvester Stallone, Antonio Banderas, Julianne Moore. Directed by Richard Donner. Themes include competition, assassination, cia, bank, cat, mexican standoff, seattle, hitman, mission of murder, hidden camera. Overview: Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself."
12665.0,Powder (1995),"victorsalva victorsalva victorsalva drama fantasy sciencefiction thriller drama fantasy sciencefiction thriller drama fantasy sciencefiction thriller drama fantasy sciencefiction thriller deadanimal shottodeath teenageboy heldatgunpoint teacherstudentrelationship albino faint jacobsladder christallegory psionicpower healingpower lookingpale flickeringlight extrasensoryperception deadanimal shottodeath teenageboy heldatgunpoint teacherstudentrelationship albino faint jacobsladder christallegory psionicpower healingpower lookingpale flickeringlight extrasensoryperception deadanimal shottodeath teenageboy heldatgunpoint teacherstudentrelationship albino faint jacobsladder christallegory psionicpower healingpower lookingpale flickeringlight extrasensoryperception deadanimal shottodeath teenageboy heldatgunpoint teacherstudentrelationship albino faint jacobsladder christallegory psionicpower healingpower lookingpale flickeringlight extrasensoryperception marysteenburgen seanpatrickflanery lancehenriksen marysteenburgen seanpatrickflanery lancehenriksen harass classmate accept shock appearance, shy young man know ""powder"" struggle fit in. cruel taunt stop powder display mysterious power allow incredible things. phenomenon change live around way never could imagined.",143.0,6.303501064393207,victorsalva,Victor Salva,"A Drama, Fantasy, Science Fiction, Thriller film. Starring Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen. Directed by Victor Salva. Themes include dead animal, shot to death, teenage boy, held at gunpoint, teacher student relationship, albino, fainting, jacobs ladder, christ allegory, psionic power. Overview: Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined."
451.0,Leaving Las Vegas (1995),"mikefiggis mikefiggis mikefiggis drama romance drama romance drama romance drama romance individual prostitute alcohol casino loveatfirstsight lovesickness filmproducer screenwriter hotelroom dyinganddeath rageandhate unsociability alcoholism losangeles alcoholabuse attemptedsuicide individual prostitute alcohol casino loveatfirstsight lovesickness filmproducer screenwriter hotelroom dyinganddeath rageandhate unsociability alcoholism losangeles alcoholabuse attemptedsuicide individual prostitute alcohol casino loveatfirstsight lovesickness filmproducer screenwriter hotelroom dyinganddeath rageandhate unsociability alcoholism losangeles alcoholabuse attemptedsuicide individual prostitute alcohol casino loveatfirstsight lovesickness filmproducer screenwriter hotelroom dyinganddeath rageandhate unsociability alcoholism losangeles alcoholabuse attemptedsuicide nicolascage elisabethshue juliansands nicolascage elisabethshue juliansands ben sanderson, alcoholic hollywood screenwriter lose everything drinking, arrive la vega drink death. there, meet form uneasy friendship non-interference pact prostitute sera.",365.0,7.0333826776882145,mikefiggis,Mike Figgis,"A Drama, Romance film. Starring Nicolas Cage, Elisabeth Shue, Julian Sands. Directed by Mike Figgis. Themes include individual, prostitute, alcohol, casino, love at first sight, lovesickness, film producer, screenwriter, hotel room, dying and death. Overview: Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
9263.0,Now and Then (1995),"leslilinkaglatter leslilinkaglatter leslilinkaglatter comedy drama family comedy drama family comedy drama family comedy drama family 1970s femalefriendship comingofage gynecologist photocopier truthordare womandirector 1970s femalefriendship comingofage gynecologist photocopier truthordare womandirector 1970s femalefriendship comingofage gynecologist photocopier truthordare womandirector 1970s femalefriendship comingofage gynecologist photocopier truthordare womandirector christinaricci rosieo'donnell thorabirch christinaricci rosieo'donnell thorabirch wax nostalgic bittersweet passage childhood puberty tender coming-of-age tale, four childhood girlfriend -- teeny, chrissy, samantha roberta -- recall magical summer 1970. walk memory lane, reconcile experience boys, secrets, bully more.",91.0,6.523357507180781,leslilinkaglatter,Lesli Linka Glatter,"A Comedy, Drama, Family film. Starring Christina Ricci, Rosie O'Donnell, Thora Birch. Directed by Lesli Linka Glatter. Themes include 1970s, female friendship, coming of age, gynecologist, photocopier, truth or dare, woman director. Overview: Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more."
